Cycle,Time,Displacement,Tension,Resistance,Stutus
,60.02,6.53,25.5,23.29,Relaxing
,60.02,6.52,25.3,23.29,Relaxing
,60.02,6.51,25.2,23.29,Relaxing
,60.02,6.49,25,23.29,Relaxing
,60.02,6.48,25.1,23.29,Relaxing
,60.02,6.47,25.2,23.29,Relaxing
,60.02,6.45,25.1,23.29,Relaxing
,60.02,6.44,25,23.19,Relaxing
,60.02,6.43,25.2,23.29,Relaxing
,60.02,6.41,24.9,23.19,Relaxing
,60.02,6.4,25,23.19,Relaxing
,60.02,6.39,24.8,23.29,Relaxing
,60.02,6.37,24.5,23.19,Relaxing
,60.02,6.36,24.7,23.19,Relaxing
,60.02,6.34,24.7,23.09,Relaxing
,60.02,6.33,24.7,23.09,Relaxing
,60.02,6.32,24.4,23.09,Relaxing
,60.02,6.3,24.3,22.99,Relaxing
,60.02,6.29,24.4,22.99,Relaxing
,60.02,6.28,24.2,22.99,Relaxing
,60.02,6.26,24.2,23.09,Relaxing
,60.02,6.25,24.4,23.09,Relaxing
,60.02,6.24,24.4,23.09,Relaxing
,60.02,6.23,24.4,22.99,Relaxing
,60.02,6.22,24.2,22.99,Relaxing
,60.02,6.2,24.2,22.99,Relaxing
,60.02,6.19,24,23.09,Relaxing
,60.02,6.18,23.7,22.99,Relaxing
,60.02,6.16,23.7,23.09,Relaxing
,60.02,6.15,23.9,22.99,Relaxing
,60.02,6.14,23.7,22.89,Relaxing
,60.02,6.13,23.4,22.89,Relaxing
,60.02,6.11,23.3,22.89,Relaxing
,60.02,6.1,23.5,22.89,Relaxing
,60.02,6.09,23.3,22.89,Relaxing
,60.02,6.07,23.5,22.89,Relaxing
,60.02,6.07,23.6,22.78,Relaxing
,60.02,6.05,23.4,22.89,Relaxing
,60.02,6.04,23.4,22.78,Relaxing
,60.02,6.03,23.4,22.78,Relaxing
,60.02,6.01,23.4,22.78,Relaxing
