Time,Displacement,Tension,Resistance,Stutus
84.14,11.74,27.1,43.72,Relaxing
84.15,11.73,26.9,43.72,Relaxing
84.16,11.71,26.8,43.55,Relaxing
84.18,11.7,26.9,43.38,Relaxing
84.19,11.69,26.6,43.21,Relaxing
84.2,11.68,26.5,43.38,Relaxing
84.21,11.67,26.7,43.21,Relaxing
84.23,11.65,26.6,42.87,Relaxing
84.24,11.64,26.9,43.04,Relaxing
84.25,11.63,26.8,42.54,Relaxing
84.26,11.61,26.6,42.87,Relaxing
84.27,11.6,26.7,43.55,Relaxing
84.29,11.59,26.6,43.21,Relaxing
84.3,11.57,26.7,43.38,Relaxing
84.31,11.56,26.7,43.38,Relaxing
84.32,11.55,26.6,43.55,Relaxing
84.34,11.54,26.3,43.21,Relaxing
84.35,11.52,26.1,43.38,Relaxing
84.36,11.51,26.2,43.55,Relaxing
84.37,11.5,26.1,43.21,Relaxing
84.39,11.48,25.9,42.87,Relaxing
84.4,11.47,26.1,43.38,Relaxing
84.41,11.46,26.1,43.38,Relaxing
84.42,11.44,25.8,43.38,Relaxing
84.43,11.44,25.8,43.21,Relaxing
84.45,11.43,25.8,43.04,Relaxing
84.46,11.41,25.8,43.04,Relaxing
84.47,11.4,25.6,43.04,Relaxing
84.48,11.39,25.6,42.7,Relaxing
84.5,11.37,25.6,43.04,Relaxing
84.51,11.35,25.7,43.04,Relaxing
84.52,11.35,25.4,42.54,Relaxing
84.53,11.33,25.2,42.54,Relaxing
84.55,11.32,25.4,42.37,Relaxing
84.56,11.31,25.3,42.54,Relaxing
84.57,11.29,25.3,42.54,Relaxing
84.58,11.27,25.4,42.87,Relaxing
84.6,11.27,25.4,42.7,Relaxing
84.61,11.26,25.4,42.87,Relaxing
84.62,11.24,25.3,42.87,Relaxing
84.63,11.23,25.1,42.7,Relaxing
84.65,11.22,25.1,42.7,Relaxing
84.66,11.2,25.1,42.54,Relaxing
84.67,11.19,25.3,42.54,Relaxing
84.68,11.18,25.2,42.54,Relaxing
84.69,11.17,25.2,42.54,Relaxing
84.71,11.15,25.1,42.54,Relaxing
84.72,11.15,24.8,42.54,Relaxing
84.73,11.13,24.6,42.37,Relaxing
84.74,11.11,24.6,42.54,Relaxing
84.76,11.1,24.6,42.54,Relaxing
84.77,11.09,24.6,42.54,Relaxing
84.78,11.07,24.6,42.54,Relaxing
84.79,11.06,24.6,42.54,Relaxing
84.81,11.05,24.6,42.54,Relaxing
84.82,11.04,24.7,42.7,Relaxing
84.83,11.03,24.5,42.7,Relaxing
84.84,11.02,24.5,42.54,Relaxing
84.85,11,24.4,42.54,Relaxing
84.87,10.99,24.5,42.7,Relaxing
84.88,10.98,24.4,42.87,Relaxing
84.89,10.96,24.2,42.7,Relaxing
84.9,10.95,24.3,42.7,Relaxing
84.92,10.94,24.4,42.54,Relaxing
84.93,10.93,24.2,42.37,Relaxing
84.94,10.92,24.2,42.37,Relaxing
84.95,10.9,24.2,42.54,Relaxing
84.97,10.89,24.2,42.54,Relaxing
84.98,10.88,24.2,42.04,Relaxing
84.99,10.86,24,42.37,Relaxing
85,10.85,24,42.54,Relaxing
85.02,10.84,23.9,42.54,Relaxing
85.03,10.82,23.8,42.54,Relaxing
85.04,10.81,23.7,42.54,Relaxing
85.05,10.8,23.8,42.2,Relaxing
85.06,10.79,23.5,42.37,Relaxing
85.08,10.77,23.5,42.37,Relaxing
85.09,10.76,23.5,42.37,Relaxing
85.1,10.75,23.6,42.54,Relaxing
85.11,10.73,23.7,42.37,Relaxing
85.13,10.72,23.5,42.37,Relaxing
85.14,10.71,23.4,42.04,Relaxing
85.15,10.7,23.3,42.04,Relaxing
85.16,10.69,23.4,42.2,Relaxing
85.17,10.68,23.3,42.04,Relaxing
85.19,10.66,23.4,42.04,Relaxing
85.2,10.65,23.1,41.87,Relaxing
85.21,10.64,23,41.87,Relaxing
85.22,10.63,23,41.71,Relaxing
85.24,10.61,23.2,41.71,Relaxing
85.25,10.6,23.3,41.71,Relaxing
85.26,10.59,23.2,41.06,Relaxing
85.27,10.57,22.9,41.38,Relaxing
85.29,10.56,22.8,41.55,Relaxing
85.3,10.55,23,41.55,Relaxing
85.31,10.53,22.9,41.38,Relaxing
85.32,10.52,22.9,41.38,Relaxing
85.34,10.51,23,41.38,Relaxing
85.35,10.5,22.9,41.38,Relaxing
85.36,10.48,22.8,41.22,Relaxing
85.37,10.48,22.7,41.22,Relaxing
85.38,10.46,22.7,41.22,Relaxing
85.4,10.44,22.6,41.06,Relaxing
85.41,10.44,22.6,41.22,Relaxing
85.42,10.42,22.3,41.22,Relaxing
85.43,10.4,22.1,41.22,Relaxing
85.45,10.4,22.4,41.06,Relaxing
85.46,10.39,22.7,41.22,Relaxing
85.47,10.37,22.4,41.38,Relaxing
85.48,10.35,22.1,41.38,Relaxing
85.5,10.35,22.3,41.38,Relaxing
85.51,10.33,22.2,41.22,Relaxing
85.52,10.32,21.9,41.06,Relaxing
85.53,10.31,22,41.06,Relaxing
85.55,10.29,22.4,41.06,Relaxing
85.56,10.28,22.3,41.06,Relaxing
85.57,10.27,22,40.9,Relaxing
85.58,10.25,21.9,40.9,Relaxing
85.59,10.24,21.7,40.74,Relaxing
85.61,10.23,21.7,40.58,Relaxing
85.62,10.22,21.9,40.74,Relaxing
85.63,10.2,21.8,40.58,Relaxing
85.64,10.19,21.7,40.74,Relaxing
85.66,10.18,21.5,40.74,Relaxing
85.67,10.16,21.6,40.9,Relaxing
85.68,10.15,21.7,40.74,Relaxing
85.69,10.14,21.6,40.74,Relaxing
85.71,10.13,21.6,40.58,Relaxing
85.72,10.11,21.5,40.42,Relaxing
85.73,10.1,21.4,40.58,Relaxing
85.74,10.09,21.5,40.58,Relaxing
85.76,10.07,21.3,40.58,Relaxing
85.77,10.06,21.2,40.74,Relaxing
85.78,10.05,21.1,40.74,Relaxing
85.79,10.03,21.3,40.58,Relaxing
85.8,10.02,21.3,40.74,Relaxing
85.82,10.01,21.3,40.74,Relaxing
85.83,10,21.4,40.26,Relaxing
85.84,9.98,21.3,40.42,Relaxing
85.85,9.97,21.2,40.42,Relaxing
85.87,9.96,21.1,40.42,Relaxing
85.88,9.94,21,40.26,Relaxing
85.89,9.93,20.9,40.26,Relaxing
85.9,9.92,21,40.42,Relaxing
85.92,9.9,20.8,40.58,Relaxing
85.93,9.89,20.6,40.42,Relaxing
85.94,9.88,20.7,40.42,Relaxing
85.95,9.86,20.9,40.1,Relaxing
85.97,9.85,20.9,40.26,Relaxing
85.98,9.84,20.8,40.26,Relaxing
85.99,9.82,20.7,40.1,Relaxing
86,9.81,20.6,40.1,Relaxing
86.01,9.8,20.7,40.1,Relaxing
86.03,9.78,20.7,39.95,Relaxing
86.04,9.77,20.5,39.95,Relaxing
86.05,9.76,20.5,39.95,Relaxing
86.06,9.75,20.4,39.95,Relaxing
86.08,9.73,20.2,39.95,Relaxing
86.09,9.72,20.2,39.95,Relaxing
86.1,9.71,20.3,39.95,Relaxing
86.11,9.69,20.4,39.95,Relaxing
86.13,9.69,20.4,39.95,Relaxing
86.14,9.68,20.2,39.95,Relaxing
86.15,9.66,20.1,39.63,Relaxing
86.16,9.65,20.1,39.79,Relaxing
86.18,9.64,20.2,39.95,Relaxing
86.19,9.63,20.1,39.95,Relaxing
86.2,9.61,19.9,39.95,Relaxing
86.21,9.6,19.7,39.95,Relaxing
86.22,9.59,19.9,39.79,Relaxing
86.24,9.57,19.9,39.95,Relaxing
86.25,9.56,19.7,39.79,Relaxing
86.26,9.55,19.6,39.95,Relaxing
86.27,9.53,19.7,39.48,Relaxing
86.29,9.52,19.6,39.32,Relaxing
86.3,9.51,19.4,39.48,Relaxing
86.31,9.5,19.4,39.79,Relaxing
86.32,9.48,19.2,39.63,Relaxing
86.34,9.47,19.2,39.63,Relaxing
86.35,9.46,19.4,39.48,Relaxing
86.36,9.44,19.7,39.63,Relaxing
86.37,9.43,19.7,39.63,Relaxing
86.39,9.42,19.7,39.32,Relaxing
86.4,9.4,19.3,39.48,Relaxing
86.41,9.4,19.3,38.86,Relaxing
86.42,9.38,19.4,39.17,Relaxing
86.43,9.36,19.5,39.48,Relaxing
86.45,9.35,19.2,39.32,Relaxing
86.46,9.34,19.2,39.48,Relaxing
86.47,9.32,19.2,39.48,Relaxing
86.48,9.31,19.4,39.48,Relaxing
86.5,9.3,19.2,39.48,Relaxing
86.51,9.28,19.1,39.48,Relaxing
86.52,9.27,19.1,39.48,Relaxing
86.53,9.27,18.7,39.48,Relaxing
86.55,9.25,18.9,39.32,Relaxing
86.56,9.23,19,39.48,Relaxing
86.57,9.23,18.7,39.32,Relaxing
86.58,9.21,18.5,39.32,Relaxing
86.6,9.19,18.6,39.32,Relaxing
86.61,9.19,18.7,39.17,Relaxing
86.62,9.18,18.6,39.17,Relaxing
86.63,9.16,18.5,39.17,Relaxing
86.65,9.15,18.7,39.32,Relaxing
86.66,9.14,18.8,39.32,Relaxing
86.67,9.12,18.7,39.32,Relaxing
86.68,9.11,18.4,39.32,Relaxing
86.69,9.1,18.4,39.32,Relaxing
86.71,9.09,18.3,39.32,Relaxing
86.72,9.07,18.2,39.48,Relaxing
86.73,9.06,18.1,39.17,Relaxing
86.74,9.05,18.2,39.17,Relaxing
86.76,9.03,18.5,39.17,Relaxing
86.77,9.02,18.3,39.32,Relaxing
86.78,9.01,18.1,39.01,Relaxing
86.79,9,17.9,39.17,Relaxing
86.8,8.98,18.2,39.17,Relaxing
86.82,8.97,18.3,39.17,Relaxing
86.83,8.96,18.2,39.01,Relaxing
86.84,8.94,18.1,39.01,Relaxing
86.85,8.93,18,39.32,Relaxing
86.87,8.92,17.9,39.48,Relaxing
86.88,8.9,17.8,39.32,Relaxing
86.89,8.89,17.6,39.17,Relaxing
86.9,8.88,17.5,39.17,Relaxing
86.92,8.86,17.6,39.17,Relaxing
86.93,8.85,17.5,39.17,Relaxing
86.94,8.84,17.5,39.01,Relaxing
86.95,8.82,17.3,39.01,Relaxing
86.97,8.81,17.1,38.71,Relaxing
86.98,8.8,17.3,38.71,Relaxing
86.99,8.78,17.4,38.25,Relaxing
87,8.77,17.4,38.25,Relaxing
87.01,8.76,17.4,38.25,Relaxing
87.03,8.75,17.5,38.1,Relaxing
87.04,8.73,17.4,38.4,Relaxing
87.05,8.72,17.2,39.01,Relaxing
87.06,8.71,17.2,39.01,Relaxing
87.08,8.69,17,38.86,Relaxing
87.09,8.68,17,38.86,Relaxing
87.1,8.67,17,39.01,Relaxing
87.11,8.65,17.2,38.86,Relaxing
87.13,8.64,17.1,39.01,Relaxing
87.14,8.63,16.9,39.32,Relaxing
87.15,8.62,17,39.01,Relaxing
87.16,8.6,17,38.71,Relaxing
87.17,8.59,16.8,39.01,Relaxing
87.19,8.58,16.8,38.86,Relaxing
87.2,8.56,16.9,38.86,Relaxing
87.21,8.55,17,38.86,Relaxing
87.22,8.54,16.9,39.01,Relaxing
87.24,8.52,16.6,39.01,Relaxing
87.25,8.51,16.4,38.55,Relaxing
87.26,8.51,16.3,38.55,Relaxing
87.27,8.48,16.4,38.1,Relaxing
87.29,8.47,16.4,38.4,Relaxing
87.3,8.47,16.4,38.25,Relaxing
87.31,8.45,16.3,38.25,Relaxing
87.32,8.44,16.6,38.25,Relaxing
87.34,8.43,16.3,38.25,Relaxing
87.35,8.42,16.1,37.95,Relaxing
87.36,8.4,16,37.8,Relaxing
87.37,8.39,16.2,38.25,Relaxing
87.38,8.38,16.4,38.1,Relaxing
87.4,8.36,16.1,38.1,Relaxing
87.41,8.35,16.1,37.95,Relaxing
87.42,8.34,16.2,37.95,Relaxing
87.43,8.32,15.9,37.95,Relaxing
87.45,8.31,15.9,37.8,Relaxing
87.46,8.3,15.7,37.8,Relaxing
87.47,8.28,15.6,38.1,Relaxing
87.48,8.27,15.7,38.1,Relaxing
87.5,8.26,15.7,38.1,Relaxing
87.51,8.25,15.7,37.35,Relaxing
87.52,8.23,15.9,37.35,Relaxing
87.53,8.23,15.9,36.91,Relaxing
87.55,8.21,15.7,36.91,Relaxing
87.56,8.19,15.5,37.06,Relaxing
87.57,8.19,15.4,37.2,Relaxing
87.58,8.17,15.6,37.2,Relaxing
87.59,8.15,15.6,37.06,Relaxing
87.61,8.15,15.4,37.06,Relaxing
87.62,8.14,15.4,36.91,Relaxing
87.63,8.12,15.3,36.91,Relaxing
87.65,8.11,15.1,36.91,Relaxing
87.66,8.1,15.3,36.76,Relaxing
87.67,8.09,15.4,36.91,Relaxing
87.68,8.07,15.4,37.06,Relaxing
87.69,8.06,15.2,36.91,Relaxing
87.71,8.05,15.2,36.91,Relaxing
87.72,8.03,15.2,36.91,Relaxing
87.73,8.02,15.2,36.76,Relaxing
87.74,8.01,15.1,36.76,Relaxing
87.76,7.99,15,36.91,Relaxing
87.77,7.98,14.9,36.76,Relaxing
87.78,7.97,14.8,36.62,Relaxing
87.79,7.95,15,36.47,Relaxing
87.8,7.94,15.1,36.62,Relaxing
87.82,7.93,14.9,36.47,Relaxing
87.83,7.92,14.7,36.47,Relaxing
87.84,7.91,14.6,36.62,Relaxing
87.85,7.89,14.7,36.47,Relaxing
87.87,7.88,14.6,36.33,Relaxing
87.88,7.86,14.9,36.33,Relaxing
87.89,7.85,14.6,36.47,Relaxing
87.9,7.84,14.5,36.33,Relaxing
87.92,7.82,14.7,36.19,Relaxing
87.93,7.81,14.7,36.19,Relaxing
87.94,7.8,14.4,36.04,Relaxing
87.95,7.78,14.2,36.19,Relaxing
87.97,7.77,14.4,36.04,Relaxing
87.98,7.76,14.4,36.19,Relaxing
87.99,7.75,14.4,36.19,Relaxing
88,7.73,14.5,36.19,Relaxing
88.01,7.72,14.4,36.04,Relaxing
88.03,7.71,14.4,36.04,Relaxing
88.04,7.7,14.2,35.9,Relaxing
88.05,7.68,14.1,35.76,Relaxing
88.06,7.67,14.1,35.9,Relaxing
88.08,7.66,13.8,35.47,Relaxing
88.09,7.65,13.9,35.61,Relaxing
88.1,7.63,13.9,35.47,Relaxing
88.11,7.62,13.7,35.47,Relaxing
88.13,7.61,13.9,35.47,Relaxing
88.14,7.59,13.9,35.33,Relaxing
88.15,7.59,13.9,35.33,Relaxing
88.16,7.57,13.7,35.33,Relaxing
88.18,7.55,13.6,35.33,Relaxing
88.19,7.55,13.6,35.19,Relaxing
88.2,7.53,13.2,35.19,Relaxing
88.21,7.51,13.2,35.33,Relaxing
88.22,7.51,13.6,35.33,Relaxing
88.24,7.49,13.4,35.33,Relaxing
88.25,7.48,13.2,35.19,Relaxing
88.26,7.47,13.4,35.19,Relaxing
88.27,7.45,13.4,35.05,Relaxing
88.29,7.44,13.3,35.33,Relaxing
88.3,7.43,13.5,35.19,Relaxing
88.31,7.42,13.5,35.19,Relaxing
88.32,7.4,13.4,35.19,Relaxing
88.34,7.39,13.1,35.19,Relaxing
88.35,7.38,13.1,35.05,Relaxing
88.36,7.36,12.9,35.05,Relaxing
88.37,7.35,12.8,35.05,Relaxing
88.39,7.34,13,35.05,Relaxing
88.4,7.32,12.8,35.05,Relaxing
88.41,7.31,12.8,35.05,Relaxing
88.42,7.3,13,35.05,Relaxing
88.43,7.28,13.1,34.91,Relaxing
88.45,7.27,12.9,34.77,Relaxing
88.46,7.26,12.8,35.05,Relaxing
88.47,7.24,12.8,34.91,Relaxing
88.48,7.23,12.9,34.77,Relaxing
88.5,7.22,13,34.91,Relaxing
88.51,7.21,12.8,35.05,Relaxing
88.52,7.19,12.7,34.77,Relaxing
88.53,7.18,12.5,34.77,Relaxing
88.55,7.17,12.4,34.77,Relaxing
88.56,7.15,12.5,34.63,Relaxing
88.57,7.15,12.6,34.49,Relaxing
88.58,7.13,12.6,34.36,Relaxing
88.59,7.11,12.5,34.36,Relaxing
88.61,7.11,12.5,34.49,Relaxing
88.62,7.09,12.4,34.49,Relaxing
88.63,7.08,12.5,34.36,Relaxing
88.65,7.07,12.5,34.36,Relaxing
88.66,7.05,12.4,34.36,Relaxing
88.67,7.04,12.2,34.22,Relaxing
88.68,7.03,12.1,34.36,Relaxing
88.69,7.01,12.3,34.36,Relaxing
88.71,7,12.2,34.22,Relaxing
88.72,6.99,12.2,34.36,Relaxing
88.73,6.98,12.2,34.36,Relaxing
88.74,6.96,12.1,34.22,Relaxing
88.76,6.95,12.1,34.36,Relaxing
88.77,6.94,12,34.22,Relaxing
88.78,6.93,11.7,34.22,Relaxing
88.79,6.92,12,33.94,Relaxing
88.8,6.9,11.9,34.22,Relaxing
88.82,6.89,11.8,34.36,Relaxing
88.83,6.87,11.8,34.22,Relaxing
88.84,6.86,11.8,34.22,Relaxing
88.85,6.85,11.6,34.08,Relaxing
88.87,6.84,11.3,33.81,Relaxing
88.88,6.82,11.5,33.67,Relaxing
88.89,6.81,11.5,33.94,Relaxing
88.9,6.8,11.4,33.81,Relaxing
88.92,6.78,11.7,33.81,Relaxing
88.93,6.77,11.6,33.94,Relaxing
88.94,6.76,11.4,33.81,Relaxing
88.95,6.75,11.2,33.67,Relaxing
88.97,6.74,11.3,33.67,Relaxing
88.98,6.72,11.5,33.54,Relaxing
88.99,6.71,11.4,33.54,Relaxing
89,6.7,11.3,33.54,Relaxing
89.01,6.69,11.1,33.54,Relaxing
89.03,6.68,11.1,33.54,Relaxing
89.04,6.66,11.3,33.54,Relaxing
89.05,6.65,11,33.67,Relaxing
89.06,6.64,10.9,33.4,Relaxing
89.08,6.63,11.1,33.4,Relaxing
89.09,6.61,10.9,33.27,Relaxing
89.1,6.6,10.7,33.27,Relaxing
89.11,6.59,10.6,33.13,Relaxing
89.13,6.57,10.9,33.13,Relaxing
89.14,6.56,10.9,33,Relaxing
89.15,6.55,10.8,33,Relaxing
89.16,6.53,10.7,33,Relaxing
89.18,6.52,10.7,32.87,Relaxing
89.19,6.51,10.5,32.87,Relaxing
89.2,6.5,10.4,32.74,Relaxing
89.21,6.48,10.5,32.6,Relaxing
89.22,6.47,10.6,32.6,Relaxing
89.24,6.46,10.7,32.6,Relaxing
89.25,6.44,10.6,32.74,Relaxing
89.26,6.44,10.3,32.6,Relaxing
89.27,6.42,10.2,32.6,Relaxing
89.29,6.4,10.4,32.6,Relaxing
89.3,6.4,10.5,32.6,Relaxing
89.31,6.38,10.4,32.6,Relaxing
89.32,6.36,10.5,32.6,Relaxing
89.34,6.36,10.2,32.47,Relaxing
89.35,6.34,10.1,32.47,Relaxing
89.36,6.32,10.3,32.34,Relaxing
89.37,6.32,10.1,32.21,Relaxing
89.39,6.3,9.9,32.34,Relaxing
89.4,6.28,10,32.34,Relaxing
89.41,6.28,9.9,32.21,Relaxing
89.42,6.26,9.7,32.21,Relaxing
89.43,6.25,9.9,32.08,Relaxing
89.45,6.23,9.7,31.95,Relaxing
89.46,6.23,9.7,31.95,Relaxing
89.47,6.21,9.7,31.82,Relaxing
89.48,6.2,9.7,32.08,Relaxing
89.5,6.19,9.7,31.69,Relaxing
89.51,6.17,9.8,31.56,Relaxing
89.52,6.16,9.6,31.69,Relaxing
89.53,6.15,9.6,31.44,Relaxing
89.55,6.14,9.7,31.56,Relaxing
89.56,6.12,9.5,31.56,Relaxing
89.57,6.11,9.4,31.31,Relaxing
89.58,6.09,9.4,31.56,Relaxing
89.6,6.08,9.4,31.44,Relaxing
89.61,6.07,9.4,31.69,Relaxing
89.62,6.05,9.5,31.82,Relaxing
89.63,6.04,9.5,31.82,Relaxing
89.65,6.03,9.4,34.36,Relaxing
89.66,6.01,9.4,34.08,Relaxing
89.67,6,9.2,34.36,Relaxing
89.68,5.99,9.2,34.36,Relaxing
89.69,5.98,9.3,34.49,Relaxing
89.71,5.96,9.2,73.2,Relaxing
89.72,5.95,9.2,145.32,Relaxing
89.73,5.94,9.2,23993.5,Relaxing
89.74,5.92,9.3,23993.5,Relaxing
89.76,5.91,9.4,11973.25,Relaxing
89.77,5.9,9.2,15980,Relaxing
89.78,5.89,9,23993.5,Relaxing
89.79,5.87,8.9,9569.2,Relaxing
89.81,5.86,8.8,23993.5,Relaxing
89.82,5.84,8.9,23993.5,Relaxing
89.83,5.82,8.8,15980,Relaxing
89.84,5.82,8.7,48034,Relaxing
89.85,5.8,8.7,23993.5,Relaxing
89.87,5.78,8.7,23993.5,Relaxing
89.88,5.78,8.6,23993.5,Relaxing
89.89,5.76,8.4,15980,Relaxing
89.9,5.75,8.4,23993.5,Relaxing
89.92,5.74,8.6,23993.5,Relaxing
89.93,5.73,8.6,23993.5,Relaxing
89.94,5.71,8.6,23993.5,Relaxing
89.95,5.7,8.6,23993.5,Relaxing
89.97,5.69,8.5,23993.5,Relaxing
89.98,5.67,8.2,23993.5,Relaxing
89.99,5.66,8,23993.5,Relaxing
90,5.65,8,23993.5,Relaxing
90.02,5.64,8.1,23993.5,Relaxing
90.03,5.63,8.1,11973.25,Relaxing
90.04,5.61,8,186.4,Relaxing
90.05,5.59,7.9,23993.5,Relaxing
90.06,5.59,7.9,15980,Relaxing
90.08,5.57,7.8,15980,Relaxing
90.09,5.56,7.8,48034,Relaxing
90.1,5.55,7.9,15980,Relaxing
90.11,5.53,8,15980,Relaxing
90.13,5.52,8,23993.5,Relaxing
90.14,5.51,7.7,23993.5,Relaxing
90.15,5.5,7.7,23993.5,Relaxing
90.16,5.48,7.7,23993.5,Relaxing
90.18,5.47,7.6,23993.5,Relaxing
90.19,5.46,7.3,15980,Relaxing
90.2,5.44,7.3,23993.5,Relaxing
90.21,5.43,7.4,23993.5,Relaxing
90.23,5.42,7.3,23993.5,Relaxing
90.24,5.41,7.3,23993.5,Relaxing
90.25,5.39,7.5,23993.5,Relaxing
90.26,5.38,7.6,23993.5,Relaxing
90.27,5.36,7.5,23993.5,Relaxing
90.29,5.34,7.5,23993.5,Relaxing
90.3,5.34,7.3,48034,Relaxing
90.31,5.32,7.3,23993.5,Relaxing
90.32,5.31,7.2,48034,Relaxing
90.34,5.3,7,23993.5,Relaxing
90.35,5.28,6.9,23993.5,Relaxing
90.36,5.27,7,48034,Relaxing
90.37,5.26,6.9,23993.5,Relaxing
90.39,5.25,6.7,23993.5,Relaxing
90.4,5.23,6.8,23993.5,Relaxing
90.41,5.22,7,23993.5,Relaxing
90.42,5.21,7,23993.5,Relaxing
90.44,5.19,6.8,15980,Relaxing
90.45,5.18,6.6,23993.5,Relaxing
90.46,5.17,6.5,15980,Relaxing
90.47,5.16,6.8,23993.5,Relaxing
90.48,5.14,7,23993.5,Relaxing
90.5,5.13,6.8,23993.5,Relaxing
90.51,5.11,6.7,23993.5,Relaxing
90.52,5.1,6.7,23993.5,Relaxing
90.53,5.09,6.4,23993.5,Relaxing
90.55,5.08,6.6,23993.5,Relaxing
90.56,5.07,6.5,23993.5,Relaxing
90.57,5.05,6.5,23993.5,Relaxing
90.58,5.04,6.4,23993.5,Relaxing
90.6,5.03,6.3,15980,Relaxing
90.61,5.01,6.2,23993.5,Relaxing
90.62,5,6.2,48034,Relaxing
90.63,4.99,6.6,48034,Relaxing
90.65,4.97,6.4,23993.5,Relaxing
90.66,4.96,6.3,23993.5,Relaxing
90.67,4.94,6.3,23993.5,Relaxing
90.68,4.93,6.2,15980,Relaxing
90.69,4.92,6.2,23993.5,Relaxing
90.71,4.9,5.9,23993.5,Relaxing
90.72,4.89,5.8,23993.5,Relaxing
90.73,4.88,5.9,23993.5,Relaxing
90.74,4.86,5.9,23993.5,Relaxing
90.76,4.84,5.8,23993.5,Relaxing
90.77,4.84,5.7,23993.5,Relaxing
90.78,4.82,5.7,23993.5,Relaxing
90.79,4.8,5.7,48034,Relaxing
90.81,4.8,5.4,23993.5,Relaxing
90.82,4.78,5.3,363.95,Relaxing
90.83,4.76,5.4,48034,Relaxing
90.84,4.75,5.4,23993.5,Relaxing
90.85,4.74,5.6,23993.5,Relaxing
90.87,4.72,5.5,23993.5,Relaxing
90.88,4.72,5.4,87.68,Relaxing
90.89,4.7,5.3,77.24,Relaxing
90.9,4.69,5.3,23993.5,Relaxing
90.92,4.68,5.2,23993.5,Relaxing
90.93,4.66,5.3,23993.5,Relaxing
90.94,4.65,5.3,23993.5,Relaxing
90.95,4.64,5.4,15980,Relaxing
90.97,4.62,5,23993.5,Relaxing
90.98,4.61,4.9,23993.5,Relaxing
90.99,4.59,5,23993.5,Relaxing
91,4.59,5.1,23993.5,Relaxing
91.01,4.57,5,23993.5,Relaxing
91.03,4.55,4.9,23993.5,Relaxing
91.04,4.55,5.1,23993.5,Relaxing
91.05,4.53,4.9,23993.5,Relaxing
91.06,4.51,4.8,23993.5,Relaxing
91.08,4.51,4.8,23993.5,Relaxing
91.09,4.49,4.7,15980,Relaxing
91.1,4.48,4.8,23993.5,Relaxing
91.11,4.47,4.9,48034,Relaxing
91.13,4.45,4.6,23993.5,Relaxing
91.14,4.44,4.6,23993.5,Relaxing
91.15,4.43,4.4,23993.5,Relaxing
91.16,4.41,4.4,23993.5,Relaxing
91.18,4.4,4.6,23993.5,Relaxing
91.19,4.39,4.5,23993.5,Relaxing
91.2,4.38,4.4,11973.25,Relaxing
91.21,4.36,4.5,15980,Relaxing
91.22,4.35,4.4,48034,Relaxing
91.24,4.34,4.3,15980,Relaxing
91.25,4.32,4.1,15980,Relaxing
91.26,4.31,4,15980,Relaxing
91.27,4.3,4.2,23993.5,Relaxing
91.29,4.28,4.1,23993.5,Relaxing
91.3,4.28,4.1,23993.5,Relaxing
91.31,4.26,4,23993.5,Relaxing
91.32,4.25,4.2,23993.5,Relaxing
91.34,4.24,4.2,23993.5,Relaxing
91.35,4.22,4.1,23993.5,Relaxing
91.36,4.21,3.9,23993.5,Relaxing
91.37,4.2,3.8,23993.5,Relaxing
91.39,4.19,3.7,29.68,Relaxing
91.4,4.17,3.8,11973.25,Relaxing
91.41,4.16,3.5,48034,Relaxing
91.42,4.15,3.5,23993.5,Relaxing
91.43,4.13,3.8,15980,Relaxing
91.45,4.11,3.8,48034,Relaxing
91.46,4.11,3.4,48034,Relaxing
91.47,4.09,3.2,15980,Relaxing
91.48,4.07,3.4,187.54,Relaxing
91.5,4.07,3.4,23993.5,Relaxing
91.51,4.05,3.1,15980,Relaxing
91.52,4.03,3.4,15980,Relaxing
91.53,4.03,3.2,23993.5,Relaxing
91.55,4.01,3.1,15980,Relaxing
91.56,4,3.2,23993.5,Relaxing
91.57,3.98,3,23993.5,Relaxing
91.58,3.97,3.1,23993.5,Relaxing
91.6,3.96,2.9,23993.5,Relaxing
91.61,3.94,2.7,23993.5,Relaxing
91.62,3.93,2.7,23993.5,Relaxing
91.63,3.92,3,15980,Relaxing
91.65,3.9,2.9,15980,Relaxing
91.66,3.89,2.9,23993.5,Relaxing
91.67,3.87,2.9,23993.5,Relaxing
91.68,3.86,2.7,15980,Relaxing
91.69,3.85,2.3,23993.5,Relaxing
91.71,3.83,2.5,23993.5,Relaxing
91.72,3.82,2.8,23993.5,Relaxing
91.73,3.81,2.8,23993.5,Relaxing
91.74,3.79,2.7,11973.25,Relaxing
91.76,3.78,2.5,23993.5,Relaxing
91.77,3.77,2.3,inf,Relaxing
91.78,3.76,2.3,15980,Relaxing
91.79,3.74,2.3,15980,Relaxing
91.81,3.73,2.3,15980,Relaxing
91.82,3.72,2.1,23993.5,Relaxing
91.83,3.7,2.1,23993.5,Relaxing
91.84,3.69,2.3,23993.5,Relaxing
91.85,3.68,2.3,23993.5,Relaxing
91.87,3.67,2.1,15980,Relaxing
91.88,3.66,1.9,11973.25,Relaxing
91.89,3.64,2,23993.5,Relaxing
91.9,3.63,2,23993.5,Relaxing
91.92,3.62,2.1,23993.5,Relaxing
91.93,3.61,1.9,15980,Relaxing
91.94,3.59,1.8,23993.5,Relaxing
91.95,3.58,2,23993.5,Relaxing
91.97,3.57,2,23993.5,Relaxing
91.98,3.55,1.6,23993.5,Relaxing
91.99,3.54,1.7,23993.5,Relaxing
